Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,,Subvertical Industry,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code 
north america,united states of america,northeast,new york,point nine capital,2011,venture capital,http://www.pointninecap.com/,"point nine capital
chausseestraße 19",10115,http://www.linkedin.com/company/point-nine-capital,NaN,"
info@pointninecap.com ",,"artificial intelligence,marketplace,saas,venture capital ","early stage venture
late stage venture
seed",276000,92000000,559650000,141,40.73061,-73.935315,ny
north america,usa,north east,new york,praesidian capital,2002,private,http://www.praesidian.com,2 madison avenue larchmont ny 10538,10538,https://in.linkedin.com/company/praesidian-capital,(+1)212-520-2600,info@praesidian.com,,"technology,infrastucutre",late stage,5000000,20000000,186000000,17,40.73061,-73.935315,ny
north america,usa,northeast,new york,prehype,2010,venture capital,http://prehype.com/,"221 canal street
 4-6th floor
 new york, ny 10013
 united states",10013,http://www.linkedin.com/company/prehype,NaN,prehype@prehype.com,,NaN,early stage,500000,6000000,10800000,5,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,primary ventures,2012,venture capital,http://primary.ventures/,"maipú 1300, piso 17,  capital federal",c1006act,NaN,(+1)541-151-9998,"
ventures@primary.com.ar ",,NaN,venture capital,2000000,35000000,83300000,6,40.73061,-73.935315,ny
north america,usa,north east,new york,proctor nbf capital partners,2004,private,http://www.proctorim.com/,65 east 55th street 34 th floor ny 10022,10022,https://in.linkedin.com/company/nbf-capital-group,(+1)212-546-7500,info@proctorim.com,,"finance,infrastructure,technolgy,energy",early stage,5000000,5000000,5000000,1,40.73061,-73.935315,ny
north america,usa,north east,new york,prospect street ventures,1992,private,http://www.prospectstreet.com,10 east 40th street 42nd floor ny 10016,10016,https://in.linkedin.com/company/prospect-street-investment,(+1)212-448-0702,deals@prospectstreet.com,,"healthcare,energy,textile,internet,software,media,media",late stage,3000000,70000000,305000000,9,40.73061,-73.935315,ny
north america,usa,northeast,new york,protostar partners llc,2001,venture capital,http://www.protostarpartners.com/,"13 west 54th street
4th floor
suite 4d
new york, ny 10019-5422
united states",10019,https://www.linkedin.com/company/protostar-partners/?originalsubdomain=in,(+1) 646-273-5200,"
help@jasa.org",,cyber security,NaN,50000000,500000000,NaN,1,40.73061,-73.935315,ny
north america,usa,northeast,new york,psilos group,1998,private equity firm,http://www.psilos.com/,"165 broadway
 
 suite 2301
 new york, ny 10006
 united states",10006,NaN,(+1)212-242-8844,NaN,,healthcare services,"early, late stage",2000000,43000000,531390000,37,40.73061,-73.935315,ny
north america,united states of america,north east,new york,psilos group man,1998,private equity firm,http://www.psilos.com/,"165 broadway
 
 suite 2301
 new york, ny 10006
 united states",10006,NaN,(+1)212-242-8844,NaN,,healthcare services,"early, late stage",2000000,43000000,531390000,37,40.73061,-73.935315,ny
north america,usa,north east,new york,pulse advisory llc,2010,private,http://www.pulseadvisory.com,551v madison avenue suite 203 ny 10022,10022,https://in.linkedin.com/company/pulse-advisory,(+1)212-430-1860,contact@pulseadvisory.com,,"it,healthcare,new energy,security",all,NaN,NaN,NaN,NaN,40.73061,-73.935315,ny
north america,usa,north east,new york,quotidian ventures,2010,venture capital,"www.quotidian.co/
","16 west 22nd street,6th floor,
new york, ny 10010",10010,"https://in.linkedin.com/company/quotidian-ventures
",NaN,"
info@quotidianventures.com",,"digital entertainment advertising                                                                                                                                                                                                                                                                                                                                  ,mobile,ecommerce                                                                                                                                                                                                                                                                                                     ,digital publishing",seed,200000,25000,117000000,78,40.73061,-73.935315,ny
north america,usa,northeast,new york,r/ga ventures,2013,venture capital,https://ventures.rga.com/,"450 west 33rd street
 new york, ny 10001
 united states",10001,https://ventures.rga.com/,(+1)212-946-4000,ventures@rga.com,,"advertisement,mobile software,cloud,ecommerce,information technology",early stage,1200000,10000000,NaN,61,40.73061,-73.935315,ny
north america,united states of america,north east,new york,"radius ventures, l.l.c.",1997,private equity firm,http://www.radiusventures.com/,"250 park avenue
 suite 1102
 new york, ny 10177
 united states",10177,https://www.linkedin.com/company-beta/70790/,NaN,ea@radiusventures.com,,health and life sciences sector,early stage,1400000,50000000,608940000,43,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,red sea ventures,2011,venture capital,http://www.redseaventures.com/,NaN,NaN,https://www.linkedin.com/company/red-sea-ventures,NaN,"
hello@redseaventures.com ",,"business development,finance,financial services,venture capital ","early stage venture
seed ",255000,80000000,338123000,46,40.73061,-73.935315,ny
north america,usa,north east,new york,red swan,2011,venture capital,www.redswan.vc/,"45 west 25th street
new york, ny 10010
united states",10010,https://in.linkedin.com/company/red-swan-ventures," (+1) 917-922-8271
",NaN,,"biopharmaceutical                                                                                                                                                                                                                                                                                                                         ,fintech                                                                                                                                                                                                                                                                                                                                                  ,insuretech                                                                                                                                                                                                                                                                                                                                  ,internet & iot                                                                                                                                                                                                                                                                                                                                  ,real estate software","
debt
early stage
seed",600000,75000000,500000000,74,40.73061,-73.935315,ny
north america,united states of america,northeast,new york,red swan ventures,2011,venture capital,http://redswan.vc/,NaN,NaN,https://www.linkedin.com/company-beta/6655789/,(+1)917-922-8271,NaN,,venture capital,"debt
early stage venture
seed ",600000,75000000,502425000,75,40.73061,-73.935315,ny
north america,usa,northeast,new york,rednest partners,2011,private firm,http://rednestpartners.com/,64 beaver street suite111 new york 10004,10004,https://www.linkedin.com/company/rednest-partners/,(+1)917-545-7325,info@rednestpartners.com,,life science,later stage,5000000,50000000,NaN,1,40.73061,-73.935315,ny
north america,usa,northeast,new york,revel partners,2011,private,http://www.revelpartners.com,250 hudson street 4th floor ny 10013,10013,https://in.linkedin.com/company/revel-partners,(+1)646-442-6525,NaN,,"saas,business intelligence,advertising,internet technology",early stage,1500000,9000000,123000000,21,40.73061,-73.935315,ny
north america,usa,northeast,new york,revere capital advisors,2008,private,http://www.revereglobal.com,12 east 52nd street 3rd flooor ny 10022,10022,https://in.linkedin.com/company/revere-capital-advisors,(+1)646-521-6260,ltesseroli@revereglobal.com,,"saas,b2b,healthcare",early stage,7700000,7700000,7700000,1,40.73061,-73.935315,ny
north america,usa,northeast,new york,rho capital partners,1981,private,http://www.rho.com,carnegie hall tower 152 west 57th street 23rd floor ny10019,10019,https://in.linkedin.com/company/rho-capital-partners-inc.,(+1)212-751-6677,businessplans@rho.com,,"new media,digital media,software as a service,internet,hardware,software,wireless,information technology,communications,energy technology,healthcare sector,life sciences,biotechnology,",all,1000000,150000000,683000000,97,40.73061,-73.935315,ny
north america,usa,northeast,new york,"rho capital partners, inc.",1981,private equity firm,http://www.rho.com/,"carnegie hall tower
152 west 57th street
23rd floor
new york, ny 10019
united states",10019,https://www.linkedin.com/company/rho-capital-partners-inc./?originalsubdomain=in,(+1) 212-751-6677,NaN,,",digital media,software as a service,internet,hardware,software,wireless,information technology,communications,energy technology,healthcare sector,life sciences,biotechnology,healthcare information technology,biopharmaceuticals and medical devices,mobile,wireless infrastructure,semiconductors,materials,software (including saas),hardware and energy technology","early stage
late stage",5000000,15000000,NaN,97,40.73061,-73.935315,ny
north america,usa,northeast,new york,rho ventures,1981,private firm,www.rho.com,"152 west 57th street, 23rd floor",10019,https://www.linkedin.com/company/rho-ventures/,(+1) 212-751-6677,NaN,,"new media,information technology  communications,","debt, early stage venture,
 late stage venture, 
private equity, 
seed",1000000,150000000,NaN,100,40.73061,-73.935315,ny
north america,usa,northeast,new york,riverstone holdings llc,2000,private equity firm,http://www.riverstonellc.com/,"712 fifth avenue
36th floor
new york, ny 10019
united states
",10019,https://www.linkedin.com/company/riverstone-holdings/?originalsubdomain=in,(+1) 212-993-0076,NaN,,"energy,infrastructure,renewable & nonrenewable power industries",late/mature stage,20000000,60000000,38000000000,14,40.73061,-73.935315,ny
north america,usa,north east,new york,rk ventures group,2000,private,http://www.rkventures.com,888 eigth avenue suite 135 ny 10019,10019,https://in.linkedin.com/company/rk-ventures-inc,NaN,info@rkventures.com,,"technology,energy",early stage,8900000,34500000,178200000,8,40.73061,-73.935315,ny
