Continent,Country,Region,State,Name of VC,Year of Establishment,Type of Investor,Website,Postal Address,Pincode,LinkedIn Details,Phone Details,Email Address,Sectors dealt with,Investment Stage,Investment Amount Minimum,Investment Amount Maximum,Previously Invested Total Amount,Total number of companies funded so far,Latitude,Longitude,Code ,
North America,USA,South,Texas,Quantum Energy Partners,1998,Private Equity Firm,http://quantumep.com/,"1401 McKinney Street
 5 Houston Center, Suite 2700
 Houston, TX 77010
 United States",77010,,(+1) 713-452-2000,,"oil and gas,
 energy, 
 power generation,",early stage,15.8M,525M,540.8M,2,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,"Rainier Development LLC
",,Private Equity Firm,,"4017 Greensboro Drive San Antonio, Texas",78229,,(+1)210-738-2394 ,,,,,,,,29.424187,-98.493631,TX,
North America,USA,south,Texas,Remeditex Ventures LLC,,Partners,http://www.remeditex.com,"2727 NORTH HARWOOD, SUITE 200
 DALLAS",75201,https://www.linkedin.com/company/bain-capital-ventures/?originalSubdomain=in,(+1) 214- 506-2662,INNOVATION@REMEDITEX.COM,"Biotechnology,
 Health Care","Early Stage Venture,
 Late Stage Venture",7M,50M,390M,14,29.424187,-98.493631,TX,
North America,USA,South,Texas,Revolution Funders Inc.,,Investment Bank,http://revolutionfunders.com/,"1500 Jackson St #817
 Dallas TX 75201
 United States",75201,,(+1)972-369-3765,peter@revolutionfunders.com,,,,,,,29.424187,-98.493631,TX,
North America,United States of America,south,Texas,S3 Ventures,2017,Venture Capital,http://www.s3vc.com/,"S3 Ventures
6300 Bridgepoint Parkway
Building One, Suite 405
Austin, Texas ",78730,http://www.linkedin.com/company/s3-ventures,(+1)512-258-1759 ,"
bp@s3vc.com ","Enterprise Software
Medical Device
Venture Capital","Early Stage Venture
Late Stage Venture ",1.3M,60.4M,625M,51,29.424187,-98.493631,TX,
North America,USA,south,Texas,Sante Ventures,2006,Partners,http://www.santeventures.com,300 West 6th Street Suite 2300 Austin,78701,https://www.linkedin.com/company/sant-ventures/?originalSubdomain=in,(+1) 512-721-1200,plans@santeventures.com,LIFE SCIENCES,"Early Stage Venture, 
Late Stage Venture",300k,36.5M,139M,45,29.424187,-98.493631,TX,
north america,USA,South,texas,Sante Ventures,2006,Venture Capital,http://www.santeventures.com/,"300 West 6th Street
Suite 2300
Austin, TX 78701
United States",78701,https://in.linkedin.com/company/sant-ventures,"
(+1) 512-721-1200","
press@santeventures.com","life sciences                                                                                                                                                                                                                                                                                                                                          
health care sectors","Early Stage
Late Stage",2M,6M,0.443B,45,29.424187,-98.493631,TX,
north america,USA,South,texas,Senteint Ventures,,Private Equity Firm,www.sentientventures.com/,"11412 Bee Caves Road Suite 300,Austin, TX 78738 United States",78738,https://in.linkedin.com/company/sentient-ventures,(+1) 512-328-3336,bplans@senven.com,"technology                                                                                                                                                                                                                                                                                                                                                                      
life sciences                                                                                                                                                                                                                                                                                                                              
consumer businesses","Early Stage
Late Stage
Seed",0.5M,7.5M,,,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,"Silver Ventures

",,Private Equity Firm,," 102 West Grayson Street San Antonio, Texas ",78212,,(+1)210-930-1251,,,,,,,,29.424187,-98.493631,TX,
North america,USA,South,Texas,Silverton Partners,2003,Venture Capital,www.silvertonpartners.com,"1000 Rio Grande
 Austin, TX 78701
 United States",78701,https://www.linkedin.com/company/1026196,(+1)512-476-6700,,"information technology
 infrastructure and management 
 software companies.",Seed,1M,11M,,105,29.424187,-98.493631,TX,
north america,USA,South,texas,Silverton Partners,2005,Venture Capital,www.silvertonpartners.com,"600 West 7th Street
Austin, TX 78701
United States",78701,https://www.linkedin.com/company/silverton-partners,(+1) 512-476-6700,,"technology                                                                                                                                                                                                                                                                                                                                    
enterprise software                                                                                                                                                                                                                                                                                                                               
consumer Internet","Early Stage
Seed",0.2M,4M,,105,29.424187,-98.493631,TX,
north america,USA,South,texas,Source Spring,2009,Venture Capital,www.thesourcespring.com,"Austin, Texas, United States
Southern US",,https://in.linkedin.com/company/source-spring,(+1) 512-686-3408,,"Internet Services
Social Media",Startups,,,,1,29.424187,-98.493631,TX,
north america,USA,South,texas,Stage One Capital,2000,Venture Capital,www.stage1capital.com,"2509 Exposition Blvd, Austin, TX 78703, USA",78703,http://www.linkedin.com/company/450114,(+1 ) 512-731-2470,ideas@stage1capital.com,"internet
mobile apps
social media
cloud-based software","Early Stage
Seed",350K,35M,0.147B,28,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,"Suter Corporation
",,Private Equity Firm,,"626 Hookberry Trail
San Antonio, Texas ",78256,,(+1)270-535-2042 ,,,,,,,,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,Techxas Ventures,,Venture Capital,http://www.techxas.com/,"4401 West Gate Blvd
 Suite 300
 Austin, TX 78745
 United States",78745,,(+1)512-334-3140,ventures@techxas.com,Techonology,Growth stage,1.6M,47M,159M,17,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,Texas Instruments,1930,Private Equity Firm,http://www.ti.com/tiventures,"12500 TI Boulevard
 
 Dallas, TX 75243
 
 United States",75243,,(+1) 214-479-3773,,"Analog 
  Embedded Processing.
 Semiconductors",All,8M,66M,681.2M,31,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,"Texas Investments International LLC
",,Private Equity Firm,," 919 Shadwell Drive San Antonio, Texas ",78228,,(+1)210-996-4418 ,,,,,,,,29.424187,-98.493631,TX,
north america,USA,South,texas,TGF Management,1992,Private Equity Firm,www.tgfmanagement.com/,"900 South Capital of Texas Highway
Suite 430
Austin, TX 78746
United States",78746,https://in.linkedin.com/company/tgf,"
(+1) 512-322-3100","
tgfmgmt@tgfmanagement.com","manufacturing                                                                                                                                                                                                                                                                                                                                      
distribution                                                                                                                                                                                                                                                                                                                                              
construction                                                                                                                                                                                                                                                                                                                                             
industrial service                                                                                                                                                                                                                                                                                                                        
outsourced business services",Late Stage,5M,25M,,NA,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,The Crossroads Group,1974,,http://www.cvg.org/,"1895 B Post Road
 
 Fairfield, CT 06430
 
 United State",6430,,(+1) 203-256-5955,events@cvg.org,,,,,,,29.424187,-98.493631,TX,
North America,USA,South,Texas,"TI Ventures, LP",1996,Private Equity Firm,http://www.ti.com/tiventures,"13570 North Central Expressway
 MS 3995
 Dallas, TX 75243
 United States",75243,,,,,Early Stage,4M,41M,160M,8,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,TL Ventures,repeat,Venture Capital,http://www.tlventures.com/,"435 Devon Park Drive
 Building 700
 Wayne, PA 19087
 United Stat",19087,,(+1)610-971-1515,farmer_dave@emc.com,"software, 
 information technology,
  business services sectors",all,2M,37M,,111,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,Trellis Partners,1997,,http://www.trellis.com/,"138 Trinity Street
 Cedar Creek, TX 78612
 United States",78612,,(+1)512-330-9200,businessplans@trellis.com,Technology,,250K,35M,265.65M,23,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,Trellis Services Corporation Inc,,Private Equity Firm,www.trellispartners.com,"315 East Commerce Street Floor 3
San Antonio, Texas",78205,,"
(+1)210-223-1707
",,,,,,,,29.424187,-98.493631,TX,
North America,USA,South,Texas,Trinity Hunt Partners,1993,Private Equity Firm,http://www.trinityhunt.com/,"2001 W Ave 4800
 Dallas, TX 75201
 United States",75201,https://www.linkedin.com/company/trinity-hunt-partners,(+1)214-777-6600,scolvert@trinityhunt.com,Financial Services,Seed,,,,2,29.424187,-98.493631,TX,
North America,USA,South,Texas,triton venture partners,1993,Private Firm,http://www.tritonventures.com/,4833 spicewood springs road suite 101 austin TX 78759,78759,https://www.linkedin.com/company/triton-ventures/?originalSubdomain=in,(+1)5112-426-7191,laura@tritonventures.com,"software,energy,communicatiom","Early Stage,late stage",4M,75M,245M,11,29.424187,-98.493631,TX,
North America,United States of America,South,Texas,"Triton Venture Partners, L.P.",2001,Venture Capital,http://www.tritonventures.com/,"4833 Spicewood Springs Road
 
 Suite 101
 
 Austin, TX 78759
 
 United States",78759,,(+1) 512-426-7191,laura@tritonventures.com,"technology commercialization
 research
  information technology
 , internet, 
 enterprise software, 
 energy-related technologies
 , advanced materials,
  communications technology.","Early Stage, Growth Stage",4M,75M,236.1M,11,29.424187,-98.493631,TX,
north america,USA,South,texas,Triton Ventures,1999,Venture Capital,www.tritonventures.com,"4833 Spicewood Springs Road
Suite 101
Austin, TX 78759
United States",78759,https://in.linkedin.com/company/triton-ventures,"
(+1) 512-426-7191",laura@tritonventures.com,"business software and infrastructure                                                                                                                                                                                                                                                                                                                                                   internet                                                                                                                                                                                                                                                                                                                                                                    
communications technology                                                                                                                                                                                                                                                                                                                     
advanced materials companies","Early Stage
Late Stage",0.5M,4M,0.238B,11,29.424187,-98.493631,TX,
